"","id","timestamp","Date","Time","Number People Out","Number of Mask Wearers","Number of People with No Masks","Portion of Mask Wearers","Portion of No Masks","Country","Postcode","Longtitude","Latitude"
"767","c1f84bad-84a4-4613-a6d9-bdbcdb546c16","2020-07-17 17:06:38","07/17/2020"," 17:06:38",1470,1292,178,0.87891156462585,0.12108843537415,"Australia","3413",141.049774864173,-36.7702987522024
"768","baec1821-e141-4af6-9169-e7d076de7ac3","2020-07-10 03:11:16","07/10/2020"," 03:11:16",664,478,186,0.719879518072289,0.280120481927711,"Australia","3413",141.281112590925,-36.6951302969871
"769","37b1eee8-b213-4385-8d37-1ba99cac54aa","2020-07-13 13:37:45","07/13/2020"," 13:37:45",1313,287,1026,0.218583396801219,0.781416603198781,"Australia","3413",141.395444669434,-36.7833047376019
"770","468dda26-e66f-4109-bf5c-5e3b2ad02ac7","2020-07-03 01:02:47","07/03/2020"," 01:02:47",674,298,376,0.44213649851632,0.557863501483679,"Australia","3413",141.032272228882,-36.6920043492248
"771","007e93b9-ef5d-4d87-a720-fec4094970c4","2020-07-06 02:50:43","07/06/2020"," 02:50:43",1183,771,412,0.651732882502113,0.348267117497887,"Australia","3413",141.171842283849,-36.7101434318727
"772","fb0be749-eb8c-4c9b-b940-5e81aead17e9","2020-08-06 23:26:02","08/06/2020"," 23:26:02",986,648,338,0.657200811359026,0.342799188640974,"Australia","3413",141.370747840517,-36.5955507601506
"773","05417bb4-be1a-40ff-9ffb-da817217071e","2020-08-07 03:04:30","08/07/2020"," 03:04:30",291,230,61,0.790378006872852,0.209621993127148,"Australia","3413",141.2757420385,-36.6656692019149
"774","4ecc1abe-0cb6-4af3-b1ea-f1cec4a59767","2020-08-07 01:42:12","08/07/2020"," 01:42:12",2148,296,1852,0.13780260707635,0.86219739292365,"Australia","3413",141.372802925226,-36.8173445162633
"775","1605ef84-4fc5-4c4d-819c-2b359ab95510","2020-06-21 18:24:54","06/21/2020"," 18:24:54",191,80,111,0.418848167539267,0.581151832460733,"Australia","3413",141.050264264334,-36.749135903225
"776","4537c11d-10fe-4adc-b925-366742df3418","2020-07-16 04:55:50","07/16/2020"," 04:55:50",105,63,42,0.6,0.4,"Australia","3413",141.278050986171,-36.7220868025154
"777","18109062-6595-4916-80a9-2491128e8b32","2020-07-14 21:56:14","07/14/2020"," 21:56:14",460,165,295,0.358695652173913,0.641304347826087,"Australia","3413",141.16166958859,-36.6389681727898
"778","c11b6fb1-4b35-41f0-b6d0-2833b96e728e","2020-07-25 03:13:01","07/25/2020"," 03:13:01",2179,317,1862,0.145479577787976,0.854520422212024,"Australia","3413",140.977406361923,-36.6714811626707
"779","90dae461-23f1-462c-9388-48ea51bcfea4","2020-07-23 18:11:49","07/23/2020"," 18:11:49",1783,57,1726,0.0319685922602356,0.968031407739764,"Australia","3413",141.217446574251,-36.634771290409
"780","4249d8d6-4b6e-46a3-b177-edbd5b0ed1b8","2020-07-20 04:45:48","07/20/2020"," 04:45:48",1655,988,667,0.596978851963746,0.403021148036254,"Australia","3413",141.223761158807,-36.6769440182486
"781","7f88be4b-af0f-4d01-8586-40bf778fe9ce","2020-08-13 05:47:14","08/13/2020"," 05:47:14",1718,733,985,0.426658905704307,0.573341094295693,"Australia","3388",142.793280732354,-36.6027270718812
"782","45949f37-46c4-4350-abe7-b0de0d737a3a","2020-07-29 10:21:39","07/29/2020"," 10:21:39",921,807,114,0.876221498371335,0.123778501628665,"Australia","3388",142.635941214667,-36.6541060819368
"783","36a7402c-f78e-454b-89fe-60dfdeae19a0","2020-08-01 02:57:21","08/01/2020"," 02:57:21",289,189,100,0.653979238754325,0.346020761245675,"Australia","3388",142.859410869677,-36.600259896755
"784","a6309f77-fd2f-42f6-a0ac-71a74f3b1771","2020-07-20 11:01:46","07/20/2020"," 11:01:46",1951,1621,330,0.830855971296771,0.169144028703229,"Australia","3388",142.86347981576,-36.6069922375266
"785","e3bef763-5008-49a8-8f63-3e043f4699a9","2020-07-11 01:01:44","07/11/2020"," 01:01:44",1616,1533,83,0.948638613861386,0.0513613861386139,"Australia","3388",142.662252130524,-36.711299886325
"786","e947560e-a146-4b75-b429-897e3d1dd2b7","2020-07-30 16:00:56","07/30/2020"," 16:00:56",734,483,251,0.658038147138965,0.341961852861035,"Australia","3388",142.575179144573,-36.6437799373755
"787","5b0a0328-af5b-4d4b-b61c-bb61fc40597e","2020-06-22 12:08:37","06/22/2020"," 12:08:37",1382,69,1313,0.0499276410998553,0.950072358900145,"Australia","3388",142.670800737791,-36.5798038126224
"788","c520cb81-09f0-40a1-b22a-e745fa127081","2020-06-18 08:57:44","06/18/2020"," 08:57:44",1996,1025,971,0.513527054108216,0.486472945891784,"Australia","3388",142.718383735235,-36.6596829751874
"789","cc0638a5-b27f-4431-94e3-8e67e29ae37d","2020-07-02 06:56:32","07/02/2020"," 06:56:32",2071,773,1298,0.373249637856108,0.626750362143892,"Australia","3388",142.804784027624,-36.555157876171
"790","ac9e199a-a11f-412e-b6ff-c3260919cc3e","2020-07-26 03:52:24","07/26/2020"," 03:52:24",1501,396,1105,0.263824117255163,0.736175882744837,"Australia","3388",142.761755686963,-36.6707486184517
"791","1cb6dd66-6f98-46eb-a395-bbf599d50736","2020-06-17 23:09:47","06/17/2020"," 23:09:47",1424,513,911,0.360252808988764,0.639747191011236,"Australia","3388",142.64662708809,-36.5613512612412
"792","905aee3f-86e5-4fc5-9966-88509e4093b7","2020-07-28 17:05:46","07/28/2020"," 17:05:46",2005,930,1075,0.463840399002494,0.536159600997506,"Australia","3388",142.704552118771,-36.665824710014
"793","73a32d16-bc63-41ea-bdaa-0f807beeedb3","2020-07-03 20:16:01","07/03/2020"," 20:16:01",1560,448,1112,0.287179487179487,0.712820512820513,"Australia","3388",142.666566658723,-36.5290818879351
"794","aec633c2-2ab2-4543-9f04-9c2fb3f2516d","2020-08-03 23:54:44","08/03/2020"," 23:54:44",806,723,83,0.897022332506203,0.102977667493797,"Australia","3388",142.702998055337,-36.747189737812
"795","b960df4a-8dff-4202-960d-8430fe7366dc","2020-08-01 15:44:17","08/01/2020"," 15:44:17",1175,881,294,0.749787234042553,0.250212765957447,"Australia","3388",142.80146991621,-36.567411340473
"796","75a0b1d1-87f8-4bfe-8db2-2a8a26ea0df5","2020-06-14 17:28:55","06/14/2020"," 17:28:55",672,537,135,0.799107142857143,0.200892857142857,"Australia","3412",141.545145643086,-36.5885233092733
"797","9595a70a-8c56-4aaf-acac-54ab4cede69f","2020-06-06 01:57:43","06/06/2020"," 01:57:43",732,5,727,0.00683060109289617,0.993169398907104,"Australia","3412",141.551495426506,-36.583146435601
"798","9f984bb7-81aa-41f2-89fd-85bc2a8163ff","2020-06-10 10:09:12","06/10/2020"," 10:09:12",1694,124,1570,0.0731995277449823,0.926800472255018,"Australia","3412",141.416651131562,-36.6656912496736
"799","ede3cd46-89bc-4976-acac-2caceb60b9c0","2020-06-12 10:50:38","06/12/2020"," 10:50:38",628,100,528,0.159235668789809,0.840764331210191,"Australia","3412",141.492065423172,-36.70519350474
"800","e879f3f1-bf6f-477b-ad52-e2066f2de6fc","2020-07-24 08:38:39","07/24/2020"," 08:38:39",597,184,413,0.30820770519263,0.69179229480737,"Australia","3412",141.473144851189,-36.7602148237449
"801","1989db63-6430-44cf-a0fc-2bf04fb386da","2020-08-02 18:36:56","08/02/2020"," 18:36:56",624,501,123,0.802884615384615,0.197115384615385,"Australia","3412",141.495035420313,-36.5710887624873
"802","bae7118d-311b-4dab-b481-96dc62d257c4","2020-06-18 17:24:23","06/18/2020"," 17:24:23",1441,206,1235,0.142956280360861,0.85704371963914,"Australia","3412",141.544545676217,-36.5901865067902
"803","f95fc808-86c0-4373-92b2-cd9929c59fb3","2020-06-08 22:22:01","06/08/2020"," 22:22:01",1051,246,805,0.234062797335871,0.765937202664129,"Australia","3412",141.55971647959,-36.784534771376
"804","d803a018-e4b0-427c-b52b-4a2364e6b2f1","2020-07-31 08:31:17","07/31/2020"," 08:31:17",1178,648,530,0.550084889643463,0.449915110356537,"Australia","3412",141.463520570022,-36.6977065362632
"805","61e77101-bc1b-47fb-8cbc-c2d72852498b","2020-06-09 03:24:47","06/09/2020"," 03:24:47",1585,1216,369,0.767192429022082,0.232807570977918,"Australia","3412",141.475621687004,-36.53608976564
"806","56a6febd-0c02-42f7-a447-f2d7fa926492","2020-07-17 08:30:03","07/17/2020"," 08:30:03",2041,25,2016,0.0122488975992161,0.987751102400784,"Australia","3412",141.482006231433,-36.7448670059731
"807","ddebddcb-68a9-4423-8ddf-8a9fe7800ee6","2020-06-25 04:53:49","06/25/2020"," 04:53:49",2032,975,1057,0.479822834645669,0.520177165354331,"Australia","3412",141.529749876163,-36.620359947414
"808","6f3de33a-94c5-4771-bf95-1b1824f6366e","2020-06-26 23:23:16","06/26/2020"," 23:23:16",331,196,135,0.59214501510574,0.40785498489426,"Australia","3412",141.404131649198,-36.7007150151006
"809","06c37f62-ea3f-4aff-8e71-2c12d7ba87d1","2020-06-05 06:57:04","06/05/2020"," 06:57:04",854,463,391,0.542154566744731,0.457845433255269,"Australia","3412",141.452035868465,-36.6625027354651
"810","46650d3a-a5db-4658-b3c6-fb4e2d364110","2020-07-04 15:53:08","07/04/2020"," 15:53:08",904,663,241,0.733407079646018,0.266592920353982,"Australia","3412",141.539684350178,-36.7149555839873
"811","241a0d19-2a53-4103-9ab9-ce29b1e70075","2020-06-14 08:09:23","06/14/2020"," 08:09:23",231,107,124,0.463203463203463,0.536796536796537,"Australia","3409",141.839590571103,-36.7363312214946
"812","c76b2b3b-7e1a-4a39-a589-ec87ca74b71d","2020-06-27 13:22:43","06/27/2020"," 13:22:43",1595,727,868,0.455799373040752,0.544200626959248,"Australia","3409",141.612947790302,-37.0342211527036
"813","beb34c18-513c-40c7-84de-90ca90a4aad1","2020-07-16 07:55:41","07/16/2020"," 07:55:41",1350,93,1257,0.0688888888888889,0.931111111111111,"Australia","3409",141.618377917298,-36.9632927165564
"814","8ac70ddb-47ed-4b66-b250-6869e2d994ec","2020-08-04 11:59:49","08/04/2020"," 11:59:49",202,37,165,0.183168316831683,0.816831683168317,"Australia","3409",141.68705113718,-37.04490190128
"815","b9d0decd-827e-4fe4-b24c-5113bbbaee73","2020-06-14 17:07:20","06/14/2020"," 17:07:20",1013,197,816,0.194471865745311,0.805528134254689,"Australia","3409",141.884163910315,-36.6514868019228
"816","83d9767a-7b02-4306-866c-05befb77c2b2","2020-07-18 09:03:34","07/18/2020"," 09:03:34",256,23,233,0.08984375,0.91015625,"Australia","3409",141.656717637793,-36.9454001255143
"817","5dfd8b4d-7ee5-4868-bda2-93b04a6c02ac","2020-08-03 11:06:50","08/03/2020"," 11:06:50",372,2,370,0.00537634408602151,0.994623655913978,"Australia","3409",141.763681931112,-36.8273997081624
"818","35a54fab-d7e6-41d3-86ea-c9a670a7bab1","2020-08-08 03:30:29","08/08/2020"," 03:30:29",537,359,178,0.66852886405959,0.33147113594041,"Australia","3409",141.575292343983,-37.0454538393917
"819","2ebda5b5-6802-4daf-84a4-3ae721c518a8","2020-08-02 12:10:11","08/02/2020"," 12:10:11",1832,1357,475,0.740720524017467,0.259279475982533,"Australia","3409",141.858744913634,-36.5896061398428
"820","4c4ba662-edca-4d37-a82f-39561c93c748","2020-07-23 04:41:55","07/23/2020"," 04:41:55",1964,107,1857,0.0544806517311609,0.945519348268839,"Australia","3409",141.634512223697,-37.0697273245295
"821","d8bf453d-0e69-42c2-b903-3fc69766a9d5","2020-06-30 05:14:17","06/30/2020"," 05:14:17",650,294,356,0.452307692307692,0.547692307692308,"Australia","3409",141.923984691277,-36.5974064583386
"822","fce8ea5b-dcb6-4a21-932e-9ac5cc3e052c","2020-06-22 12:35:41","06/22/2020"," 12:35:41",2053,1620,433,0.789089137847053,0.210910862152947,"Australia","3409",141.733759676198,-37.0055730753823
"823","ab10e2e7-b15b-4302-8e11-e546a53cbb59","2020-07-31 02:14:57","07/31/2020"," 02:14:57",1585,1385,200,0.873817034700315,0.126182965299685,"Australia","3409",141.610280431116,-36.9201107067269
"824","3b336e8b-929b-4bb2-be79-df994606777f","2020-07-30 01:23:36","07/30/2020"," 01:23:36",1865,1143,722,0.612868632707775,0.387131367292225,"Australia","3409",141.888743689817,-36.7453134894592
"825","c380fde0-a696-4a2c-9bac-f1d14eeb5496","2020-08-03 23:05:05","08/03/2020"," 23:05:05",1424,1210,214,0.849719101123595,0.150280898876405,"Australia","3409",141.787816273125,-36.9696506607531
"826","7261ff49-edaa-44c4-9b71-0d3666688f91","2020-06-16 06:29:38","06/16/2020"," 06:29:38",1958,440,1518,0.224719101123595,0.775280898876405,"Australia","3387",142.938767921176,-36.9761021230262
"827","58682818-1789-497c-819f-ac1611d1918d","2020-07-26 07:43:25","07/26/2020"," 07:43:25",1340,928,412,0.692537313432836,0.307462686567164,"Australia","3387",142.857256366097,-36.7341226122373
"828","114460f9-493a-44c2-8b0e-b63336c4b3f3","2020-06-18 04:50:50","06/18/2020"," 04:50:50",557,123,434,0.220825852782765,0.779174147217235,"Australia","3387",142.891689562114,-36.851402594319
"829","1c5dc9e4-1d6f-4d75-b97b-8a607708c193","2020-07-05 11:29:59","07/05/2020"," 11:29:59",1245,1217,28,0.977510040160643,0.0224899598393574,"Australia","3387",142.99285666373,-36.9157092729216
"830","82d73a34-57bb-4801-a044-ddf5d4e2576d","2020-06-22 03:17:18","06/22/2020"," 03:17:18",1529,1309,220,0.856115107913669,0.143884892086331,"Australia","3387",142.740138601556,-36.9062277065112
"831","0dcd0cce-6728-4a20-83ea-5d88f9553b8d","2020-06-10 05:23:20","06/10/2020"," 05:23:20",873,150,723,0.171821305841924,0.828178694158076,"Australia","3387",142.799800590858,-36.7194503043454
"832","b55401a1-110e-4b05-af22-71056444d1bd","2020-07-26 17:21:57","07/26/2020"," 17:21:57",669,297,372,0.443946188340807,0.556053811659193,"Australia","3387",143.000338219417,-36.7894621512565
"833","c083b610-2dff-4680-9d39-bc71d43b65e9","2020-07-14 21:59:04","07/14/2020"," 21:59:04",1337,1036,301,0.774869109947644,0.225130890052356,"Australia","3387",142.71887912084,-36.7427529786244
"834","1734a5bf-ac66-4a4b-bbdc-d22147dfcd3f","2020-07-04 00:42:28","07/04/2020"," 00:42:28",1512,10,1502,0.00661375661375661,0.993386243386243,"Australia","3387",142.932438304277,-36.9867921927369
"835","52fe035b-941e-4edf-b8b8-0b7702bafcea","2020-07-01 00:22:28","07/01/2020"," 00:22:28",1249,682,567,0.546036829463571,0.453963170536429,"Australia","3387",142.874652679226,-36.8936220574002
"836","f12ddf58-8543-4202-ba11-4e109fab4e2c","2020-08-05 22:08:54","08/05/2020"," 22:08:54",1415,417,998,0.29469964664311,0.70530035335689,"Australia","3387",142.871282669678,-36.8260884833991
"837","d6932a24-23cf-44d1-8b7b-412604a5883f","2020-07-11 18:13:53","07/11/2020"," 18:13:53",1930,150,1780,0.077720207253886,0.922279792746114,"Australia","3387",142.858389465336,-36.9449881125041
"838","7773240b-d931-428b-b229-5139302747fc","2020-07-21 08:07:01","07/21/2020"," 08:07:01",839,594,245,0.707985697258641,0.292014302741359,"Australia","3387",142.751010720088,-36.8064445568259
"839","cb3ca7a1-4c3d-461b-8f69-f647bd79d2aa","2020-06-13 15:27:52","06/13/2020"," 15:27:52",1099,763,336,0.694267515923567,0.305732484076433,"Australia","3387",142.895205052785,-36.9439544153562
"840","e6b44ae8-4bf6-465f-babf-0f467f643d36","2020-06-03 16:53:30","06/03/2020"," 16:53:30",1607,495,1112,0.308027380211574,0.691972619788426,"Australia","3387",142.958516641962,-36.9495631055751
"841","5a41e64b-42b6-4584-8cdc-7399cc8c08f6","2020-06-15 09:39:15","06/15/2020"," 09:39:15",1649,1644,5,0.996967859308672,0.00303214069132807,"Australia","3472",143.83209822902,-36.8797300317767
"842","cb544758-7ab2-4a51-b3d6-eb686cec8500","2020-07-29 23:54:12","07/29/2020"," 23:54:12",75,19,56,0.253333333333333,0.746666666666667,"Australia","3472",143.778810521153,-36.8614805626564
"843","9e3d3f0f-78cd-45f5-bc8e-4787c8758f9e","2020-07-08 16:01:20","07/08/2020"," 16:01:20",1418,1141,277,0.804654442877292,0.195345557122708,"Australia","3472",143.578856198267,-36.9343882305105
"844","28a7f0e8-8721-49b0-95a4-91681959fd92","2020-06-20 02:42:32","06/20/2020"," 02:42:32",392,109,283,0.278061224489796,0.721938775510204,"Australia","3472",143.577470099262,-36.8195213827429
"845","d7657be1-b28a-46c5-84b9-b93697d04de5","2020-07-01 03:38:50","07/01/2020"," 03:38:50",136,97,39,0.713235294117647,0.286764705882353,"Australia","3472",143.606407002967,-36.9246960130512
"846","b0bc0c7a-a0f7-478f-ad51-3705cf9574b5","2020-07-13 11:55:02","07/13/2020"," 11:55:02",985,498,487,0.505583756345178,0.494416243654822,"Australia","3472",143.561443116132,-36.9098777210015
"847","88e080d2-f3f8-4f90-b99c-865d20a75201","2020-06-06 05:00:32","06/06/2020"," 05:00:32",1464,345,1119,0.235655737704918,0.764344262295082,"Australia","3472",143.586460725821,-36.8693858648473
"848","40c6453b-9217-43a2-8be0-f18bfb7a902e","2020-06-12 20:06:10","06/12/2020"," 20:06:10",1598,96,1502,0.0600750938673342,0.939924906132666,"Australia","3472",143.583221846842,-36.8195006780868
"849","e94d05e0-e223-4044-aec0-2e44726accd3","2020-06-02 15:05:07","06/02/2020"," 15:05:07",1048,523,525,0.499045801526718,0.500954198473282,"Australia","3472",143.58292974431,-36.9245038519789
"850","1847304e-2b77-4f4d-bde3-4996c4e36e73","2020-07-07 01:32:47","07/07/2020"," 01:32:47",2134,1415,719,0.663074039362699,0.336925960637301,"Australia","3472",143.856640896329,-36.9002247490304
"851","d78fe1cd-abcf-4efc-899b-12e47b744778","2020-06-23 11:58:15","06/23/2020"," 11:58:15",1594,797,797,0.5,0.5,"Australia","3472",143.853602025507,-36.8728472214586
"852","9e94c169-516d-49d6-b12b-daf4f65b2561","2020-06-29 01:15:08","06/29/2020"," 01:15:08",435,354,81,0.813793103448276,0.186206896551724,"Australia","3472",143.571011908809,-36.9187694566783
"853","c924b3e4-e843-4462-aa7c-56366c3cc86b","2020-08-07 00:38:32","08/07/2020"," 00:38:32",415,78,337,0.187951807228916,0.812048192771084,"Australia","3472",143.789874445338,-36.9019535539308
"854","dfc6c89f-7e5b-437f-9609-378fd0a12189","2020-06-03 11:12:03","06/03/2020"," 11:12:03",864,327,537,0.378472222222222,0.621527777777778,"Australia","3472",143.636189061198,-36.8251294060404
"855","05006d14-7c57-47f2-b779-b37ede0adf1d","2020-07-30 08:07:11","07/30/2020"," 08:07:11",1202,643,559,0.534941763727121,0.465058236272879,"Australia","3472",143.808498011315,-36.8991223186257
"856","c9e3cb0f-22ff-4cd7-b0ab-4604e30679c6","2020-06-28 10:51:42","06/28/2020"," 10:51:42",1233,1117,116,0.905920519059205,0.0940794809407948,"Australia","3400",142.169528488697,-36.7104637615785
"857","7746e4b4-732e-42d9-929c-afea39f60332","2020-07-22 17:21:10","07/22/2020"," 17:21:10",1810,766,1044,0.423204419889503,0.576795580110497,"Australia","3400",142.202844490021,-36.7250184812414
"858","1052ab5e-c5de-4531-a05e-4e831886e773","2020-07-13 07:26:05","07/13/2020"," 07:26:05",672,118,554,0.175595238095238,0.824404761904762,"Australia","3400",142.208579891027,-36.7283174750493
"859","b029657b-bc12-4e6c-b6c8-2f9befb106fe","2020-06-25 12:51:47","06/25/2020"," 12:51:47",1040,68,972,0.0653846153846154,0.934615384615385,"Australia","3400",142.179553353131,-36.7150478788548
"860","d42814b0-4cf8-40ef-9f32-54468cd562ab","2020-08-02 22:16:15","08/02/2020"," 22:16:15",480,144,336,0.3,0.7,"Australia","3400",142.194156691878,-36.724910699705
"861","9b351318-08b7-4a0f-8a1d-1ed839811b81","2020-08-06 23:31:12","08/06/2020"," 23:31:12",2194,728,1466,0.331814038286235,0.668185961713765,"Australia","3400",142.221104761145,-36.7327824200391
"862","3f862322-83af-4507-aa7b-324574c1740a","2020-07-01 16:21:44","07/01/2020"," 16:21:44",1451,542,909,0.373535492763611,0.626464507236389,"Australia","3400",142.18217267943,-36.740784372376
"863","667ad4e1-e54d-428e-b8ac-eca3c04b3a0c","2020-07-17 21:27:26","07/17/2020"," 21:27:26",2092,1422,670,0.679732313575526,0.320267686424474,"Australia","3400",142.186705217294,-36.7004428016873
"864","4e7d6ee6-b31c-4f0b-a57c-1e2d6113c373","2020-06-21 09:58:25","06/21/2020"," 09:58:25",592,104,488,0.175675675675676,0.824324324324324,"Australia","3400",142.181474981368,-36.7243410283005
"865","1994413b-fb38-4f2b-8d36-f4fd7aa1652b","2020-07-06 11:07:12","07/06/2020"," 11:07:12",98,96,2,0.979591836734694,0.0204081632653061,"Australia","3400",142.199739452204,-36.7033419755109
"866","a3182231-324e-457a-a2c8-9372165df2e4","2020-08-01 00:03:17","08/01/2020"," 00:03:17",439,422,17,0.96127562642369,0.0387243735763098,"Australia","3400",142.216896973322,-36.7302935601377
"867","89fd9217-e661-4429-9bc9-522817acff66","2020-06-27 22:05:34","06/27/2020"," 22:05:34",622,98,524,0.157556270096463,0.842443729903537,"Australia","3400",142.183290130792,-36.7356462929156
"868","5ef6dfad-6015-407a-9c9d-fc95a209c1bf","2020-07-13 21:59:51","07/13/2020"," 21:59:51",1062,816,246,0.768361581920904,0.231638418079096,"Australia","3400",142.202172648675,-36.7145847280124
"869","90686f28-6e18-40dd-be3d-8f48004d5c6b","2020-06-14 05:25:57","06/14/2020"," 05:25:57",275,171,104,0.621818181818182,0.378181818181818,"Australia","3400",142.188066376478,-36.7150962482755
"870","1066c5a3-5942-466a-8452-8bfe050a653f","2020-06-04 03:35:57","06/04/2020"," 03:35:57",428,126,302,0.294392523364486,0.705607476635514,"Australia","3400",142.188423742965,-36.7181541108222
"871","4452f064-a280-4708-b432-3480ebc6c4c1","2020-06-11 23:21:45","06/11/2020"," 23:21:45",1135,610,525,0.537444933920705,0.462555066079295,"Australia","3699",147.301610773068,-36.8302718973468
"872","2f480a0f-bdc8-42aa-95ea-2058d039a2c3","2020-06-14 23:16:38","06/14/2020"," 23:16:38",1228,23,1205,0.0187296416938111,0.981270358306189,"Australia","3699",147.241919341747,-36.9276734596838
"873","2ecf1d31-cd12-466c-a094-f5aa83930e98","2020-08-12 11:37:24","08/12/2020"," 11:37:24",1925,104,1821,0.054025974025974,0.945974025974026,"Australia","3699",147.362462766262,-36.8964363357669
"874","989f12fb-8da1-49f5-9d43-86f7fc259a4b","2020-08-05 19:11:44","08/05/2020"," 19:11:44",1303,87,1216,0.066768994627782,0.933231005372218,"Australia","3699",147.392476887325,-36.9066322636702
"875","1952276b-d1d8-410f-b14c-e8dafe3601c7","2020-06-26 09:39:57","06/26/2020"," 09:39:57",682,360,322,0.527859237536657,0.472140762463343,"Australia","3699",147.344499848563,-36.885908869589
"876","00e2a09b-eb79-4541-81f4-514d14469041","2020-06-15 02:52:01","06/15/2020"," 02:52:01",530,302,228,0.569811320754717,0.430188679245283,"Australia","3699",147.284404750882,-36.8894665552894
"877","6ff34262-9b82-4b58-81af-6faf4b5cd19e","2020-06-27 08:27:12","06/27/2020"," 08:27:12",1503,109,1394,0.072521623419827,0.927478376580173,"Australia","3699",147.277265555363,-36.7598857285428
"878","ed721b81-7044-4ba7-b503-863efcf75eb9","2020-06-30 02:50:39","06/30/2020"," 02:50:39",112,40,72,0.357142857142857,0.642857142857143,"Australia","3699",147.175642428706,-36.8027124912462
"879","0b7c961d-898d-471f-a069-787de0ac7a8b","2020-06-22 04:03:45","06/22/2020"," 04:03:45",502,317,185,0.631474103585657,0.368525896414343,"Australia","3699",147.322449444679,-36.7561375427422
"880","a23b1811-7d40-43e0-afa9-795ef16078eb","2020-07-17 21:10:52","07/17/2020"," 21:10:52",221,7,214,0.0316742081447964,0.968325791855204,"Australia","3699",147.223365577449,-36.8436274293196
"881","62ef3900-103d-4455-af7d-3a60e37020d5","2020-06-06 11:18:23","06/06/2020"," 11:18:23",613,411,202,0.67047308319739,0.32952691680261,"Australia","3699",147.375691494,-36.845447259374
"882","d9f2cc3b-9fed-443e-8d0c-9c60ac246b70","2020-08-02 09:49:22","08/02/2020"," 09:49:22",465,320,145,0.688172043010753,0.311827956989247,"Australia","3699",147.205812808882,-36.9157696442011
"883","b87a52ae-b59a-4f8e-86b5-996b3b0f6809","2020-06-04 14:40:23","06/04/2020"," 14:40:23",891,166,725,0.186307519640853,0.813692480359147,"Australia","3699",147.403970823279,-36.8199975236456
"884","75636cb9-a2cc-4507-b770-96ff65c4cc47","2020-06-01 09:12:27","06/01/2020"," 09:12:27",1820,415,1405,0.228021978021978,0.771978021978022,"Australia","3699",147.385855155699,-36.7904177723205
"885","50bf91c1-b35d-4eea-b602-6b672a88fe83","2020-07-23 09:08:47","07/23/2020"," 09:08:47",1721,779,942,0.452643811737362,0.547356188262638,"Australia","3699",147.214286896206,-36.8169275121875
"886","d7aab0bc-b1b4-4e13-87ba-429cce76f1db","2020-08-12 19:23:38","08/12/2020"," 19:23:38",343,283,60,0.825072886297376,0.174927113702624,"Australia","3623",144.914926551923,-36.451735445208
"887","d3f5f875-806f-4a5d-9fea-dd264e6171a1","2020-06-10 08:09:32","06/10/2020"," 08:09:32",1531,215,1316,0.140431090790333,0.859568909209667,"Australia","3623",145.031423270875,-36.4670363051906
"888","35783cee-d4fe-4bcc-bef5-5d108774ba43","2020-06-13 19:16:35","06/13/2020"," 19:16:35",1820,904,916,0.496703296703297,0.503296703296703,"Australia","3623",145.039719098235,-36.4986896332135
"889","fd289161-2c1a-4ab7-8afe-096aea60c97c","2020-07-01 03:47:31","07/01/2020"," 03:47:31",351,234,117,0.666666666666667,0.333333333333333,"Australia","3623",144.941275356649,-36.449087610591
"890","14284b7c-d7ae-440a-a177-b3dd2878b843","2020-08-02 23:28:24","08/02/2020"," 23:28:24",51,2,49,0.0392156862745098,0.96078431372549,"Australia","3623",144.943004606287,-36.4740775759418
"891","b7f293d2-b66d-41d8-afd4-ddbde4cf409d","2020-07-13 22:33:10","07/13/2020"," 22:33:10",1117,741,376,0.663384064458371,0.336615935541629,"Australia","3623",144.914950816428,-36.4533141704089
"892","621916f8-ee53-4698-a847-29daa6b7ad92","2020-07-31 03:01:29","07/31/2020"," 03:01:29",1178,206,972,0.174872665534805,0.825127334465195,"Australia","3623",144.895091323753,-36.4549592835289
"893","f80237e8-9d21-479b-975f-7f2fc656f119","2020-06-13 07:59:57","06/13/2020"," 07:59:57",1411,683,728,0.484053862508859,0.515946137491141,"Australia","3623",144.893077259984,-36.4664860337807
"894","d163fd76-0f8c-4ec4-93c8-41156a5afc9f","2020-06-14 21:33:09","06/14/2020"," 21:33:09",2066,962,1104,0.465634075508228,0.534365924491772,"Australia","3623",144.885772075607,-36.4439216699955
"895","6b3ce242-ec8e-4867-8c7c-64765133cb46","2020-06-28 06:01:25","06/28/2020"," 06:01:25",248,186,62,0.75,0.25,"Australia","3623",144.915906722112,-36.4667576669702
"896","d28f546f-61ce-4678-9131-25ea727bb3ae","2020-06-17 12:08:03","06/17/2020"," 12:08:03",1854,93,1761,0.0501618122977346,0.949838187702265,"Australia","3623",144.943117022317,-36.4601070365132
"897","8725cb39-2712-454d-953a-a67f7f344429","2020-07-13 03:58:14","07/13/2020"," 03:58:14",619,439,180,0.709208400646204,0.290791599353796,"Australia","3623",144.889141509286,-36.4613048301599
"898","7a255e65-c32c-4666-8e1b-9d41a53b8e7e","2020-07-04 14:21:04","07/04/2020"," 14:21:04",943,596,347,0.63202545068929,0.36797454931071,"Australia","3623",144.938615599998,-36.4727845660206
